quote_date,underlying_last,expire_date,dte,c_last,strike,p_last
2021-01-27,142.53,2021-02-26,30.0,5.8,149.0,11.6
2021-01-27,142.53,2021-02-26,30.0,5.37,150.0,12.93
2021-01-27,142.53,2021-02-26,30.0,4.05,155.0,16.2
2021-01-27,142.53,2021-02-26,30.0,3.13,160.0,20.07
2021-01-27,142.53,2021-02-26,30.0,2.31,165.0,24.75
2021-01-27,142.53,2021-02-26,30.0,1.74,170.0,29.25
2021-01-27,142.53,2021-02-26,30.0,1.33,175.0,0.0
2021-01-27,142.53,2021-02-26,30.0,1.06,180.0,0.0
2021-01-27,142.53,2021-02-26,30.0,0.83,185.0,42.65
2021-01-27,142.53,2021-02-26,30.0,0.71,190.0,49.75
2021-01-27,142.53,2021-02-26,30.0,0.59,195.0,53.59
2021-01-27,142.53,2021-02-26,30.0,0.52,200.0,57.35
2021-01-28,137.09,2021-01-29,1.0,73.75,65.0,0.01
2021-01-28,137.09,2021-01-29,1.0,69.05,70.0,0.01
2021-01-28,137.09,2021-01-29,1.0,64.15,75.0,0.01
2021-01-28,137.09,2021-01-29,1.0,58.59,80.0,0.04
2021-01-28,137.09,2021-01-29,1.0,54.3,85.0,0.01
2021-01-28,137.09,2021-01-29,1.0,47.0,90.0,0.04
2021-01-28,137.09,2021-01-29,1.0,44.51,95.0,0.01
2021-01-28,137.09,2021-01-29,1.0,44.34,98.0,0.01
2021-01-28,137.09,2021-01-29,1.0,43.7,99.0,0.02
2021-01-28,137.09,2021-01-29,1.0,40.03,100.0,0.01
2021-01-28,137.09,2021-01-29,1.0,36.3,101.0,0.01
2021-01-28,137.09,2021-01-29,1.0,37.61,102.0,0.01
2021-01-28,137.09,2021-01-29,1.0,34.3,103.0,0.01
2021-01-28,137.09,2021-01-29,1.0,34.71,104.0,0.01
2021-01-28,137.09,2021-01-29,1.0,32.3,105.0,0.01
2021-01-28,137.09,2021-01-29,1.0,33.25,106.0,0.01
2021-01-28,137.09,2021-01-29,1.0,32.6,107.0,0.01
2021-01-28,137.09,2021-01-29,1.0,31.87,108.0,0.01
2021-01-28,137.09,2021-01-29,1.0,30.5,109.0,0.02
2021-01-28,137.09,2021-01-29,1.0,29.0,110.0,0.01
2021-01-28,137.09,2021-01-29,1.0,28.55,111.0,0.01
2021-01-28,137.09,2021-01-29,1.0,26.62,112.0,0.01
2021-01-28,137.09,2021-01-29,1.0,26.8,113.0,0.01
2021-01-28,137.09,2021-01-29,1.0,23.0,114.0,0.02
2021-01-28,137.09,2021-01-29,1.0,22.37,115.0,0.02
2021-01-28,137.09,2021-01-29,1.0,23.22,116.0,0.01
2021-01-28,137.09,2021-01-29,1.0,22.42,117.0,0.02
2021-01-28,137.09,2021-01-29,1.0,22.7,118.0,0.01
2021-01-28,137.09,2021-01-29,1.0,19.67,119.0,0.02
2021-01-28,137.09,2021-01-29,1.0,16.99,120.0,0.02
2021-01-28,137.09,2021-01-29,1.0,17.03,121.0,0.03
2021-01-28,137.09,2021-01-29,1.0,16.45,122.0,0.03
2021-01-28,137.09,2021-01-29,1.0,14.05,123.0,0.03
2021-01-28,137.09,2021-01-29,1.0,13.08,124.0,0.03
2021-01-28,137.09,2021-01-29,1.0,12.15,125.0,0.03
2021-01-28,137.09,2021-01-29,1.0,11.25,126.0,0.04
2021-01-28,137.09,2021-01-29,1.0,10.55,127.0,0.05
2021-01-28,137.09,2021-01-29,1.0,9.04,128.0,0.06
2021-01-28,137.09,2021-01-29,1.0,8.4,129.0,0.06
2021-01-28,137.09,2021-01-29,1.0,7.24,130.0,0.1
2021-01-28,137.09,2021-01-29,1.0,6.16,131.0,0.14
2021-01-28,137.09,2021-01-29,1.0,5.42,132.0,0.21
2021-01-28,137.09,2021-01-29,1.0,4.33,133.0,0.31
2021-01-28,137.09,2021-01-29,1.0,3.4,134.0,0.51
2021-01-28,137.09,2021-01-29,1.0,2.75,135.0,0.71
2021-01-28,137.09,2021-01-29,1.0,2.07,136.0,1.17
2021-01-28,137.09,2021-01-29,1.0,1.7,137.0,1.67
2021-01-28,137.09,2021-01-29,1.0,1.24,138.0,2.25
2021-01-28,137.09,2021-01-29,1.0,0.8,139.0,2.9
2021-01-28,137.09,2021-01-29,1.0,0.63,140.0,3.6
2021-01-28,137.09,2021-01-29,1.0,0.45,141.0,4.39
2021-01-28,137.09,2021-01-29,1.0,0.28,142.0,5.02
2021-01-28,137.09,2021-01-29,1.0,0.2,143.0,6.22
2021-01-28,137.09,2021-01-29,1.0,0.16,144.0,7.15
2021-01-28,137.09,2021-01-29,1.0,0.13,145.0,8.2
2021-01-28,137.09,2021-01-29,1.0,0.1,146.0,8.8
2021-01-28,137.09,2021-01-29,1.0,0.09,147.0,8.86
2021-01-28,137.09,2021-01-29,1.0,0.08,148.0,10.9
2021-01-28,137.09,2021-01-29,1.0,0.07,149.0,11.81
2021-01-28,137.09,2021-01-29,1.0,0.07,150.0,12.75
2021-01-28,137.09,2021-01-29,1.0,0.06,152.5,14.59
2021-01-28,137.09,2021-01-29,1.0,0.06,155.0,18.1
2021-01-28,137.09,2021-01-29,1.0,0.05,157.5,18.05
2021-01-28,137.09,2021-01-29,1.0,0.03,160.0,20.15
2021-01-28,137.09,2021-01-29,1.0,0.02,165.0,24.33
2021-01-28,137.09,2021-01-29,1.0,0.01,170.0,30.92
2021-01-28,137.09,2021-01-29,1.0,0.01,175.0,35.93
2021-01-28,137.09,2021-01-29,1.0,0.01,180.0,40.7
2021-01-28,137.09,2021-01-29,1.0,0.01,185.0,45.76
2021-01-28,137.09,2021-01-29,1.0,0.01,190.0,50.3
2021-01-28,137.09,2021-01-29,1.0,0.01,195.0,55.95
2021-01-28,137.09,2021-01-29,1.0,0.01,200.0,60.34
2021-01-28,137.09,2021-02-05,8.0,75.1,65.0,0.01
2021-01-28,137.09,2021-02-05,8.0,69.2,70.0,0.04
2021-01-28,137.09,2021-02-05,8.0,63.0,75.0,0.02
2021-01-28,137.09,2021-02-05,8.0,57.3,80.0,0.03
2021-01-28,137.09,2021-02-05,8.0,56.05,85.0,0.11
2021-01-28,137.09,2021-02-05,8.0,52.75,90.0,0.01
2021-01-28,137.09,2021-02-05,8.0,45.15,95.0,0.01
2021-01-28,137.09,2021-02-05,8.0,37.31,100.0,0.02
2021-01-28,137.09,2021-02-05,8.0,37.9,101.0,0.02
2021-01-28,137.09,2021-02-05,8.0,37.05,102.0,0.03
2021-01-28,137.09,2021-02-05,8.0,36.05,103.0,0.03
2021-01-28,137.09,2021-02-05,8.0,39.2,104.0,0.03
2021-01-28,137.09,2021-02-05,8.0,34.03,105.0,0.02
2021-01-28,137.09,2021-02-05,8.0,33.15,106.0,0.04
2021-01-28,137.09,2021-02-05,8.0,35.69,107.0,0.03
2021-01-28,137.09,2021-02-05,8.0,31.35,108.0,0.04
2021-01-28,137.09,2021-02-05,8.0,31.9,109.0,0.04
2021-01-28,137.09,2021-02-05,8.0,28.86,110.0,0.05
2021-01-28,137.09,2021-02-05,8.0,27.7,111.0,0.04
2021-01-28,137.09,2021-02-05,8.0,26.67,112.0,0.06
2021-01-28,137.09,2021-02-05,8.0,25.45,113.0,0.06
2021-01-28,137.09,2021-02-05,8.0,25.55,114.0,0.07
2021-01-28,137.09,2021-02-05,8.0,24.53,115.0,0.09
2021-01-28,137.09,2021-02-05,8.0,25.3,116.0,0.09
2021-01-28,137.09,2021-02-05,8.0,22.46,117.0,0.11
2021-01-28,137.09,2021-02-05,8.0,21.15,118.0,0.12
2021-01-28,137.09,2021-02-05,8.0,21.5,119.0,0.13
2021-01-28,137.09,2021-02-05,8.0,17.35,120.0,0.17
2021-01-28,137.09,2021-02-05,8.0,16.6,121.0,0.18
2021-01-28,137.09,2021-02-05,8.0,15.8,122.0,0.19
2021-01-28,137.09,2021-02-05,8.0,14.35,123.0,0.28
2021-01-28,137.09,2021-02-05,8.0,14.45,124.0,0.36
2021-01-28,137.09,2021-02-05,8.0,12.43,125.0,0.44
2021-01-28,137.09,2021-02-05,8.0,11.94,126.0,0.5
2021-01-28,137.09,2021-02-05,8.0,10.8,127.0,0.61
2021-01-28,137.09,2021-02-05,8.0,9.95,128.0,0.79
2021-01-28,137.09,2021-02-05,8.0,8.9,129.0,0.97
2021-01-28,137.09,2021-02-05,8.0,8.09,130.0,1.2
2021-01-28,137.09,2021-02-05,8.0,7.35,131.0,1.45
2021-01-28,137.09,2021-02-05,8.0,6.8,132.0,1.75
2021-01-28,137.09,2021-02-05,8.0,6.03,133.0,1.99
2021-01-28,137.09,2021-02-05,8.0,5.35,134.0,2.48
2021-01-28,137.09,2021-02-05,8.0,4.75,135.0,2.8
2021-01-28,137.09,2021-02-05,8.0,4.2,136.0,3.35
2021-01-28,137.09,2021-02-05,8.0,3.74,137.0,3.94
2021-01-28,137.09,2021-02-05,8.0,3.3,138.0,4.51
2021-01-28,137.09,2021-02-05,8.0,2.9,139.0,5.1
2021-01-28,137.09,2021-02-05,8.0,2.57,140.0,5.7
2021-01-28,137.09,2021-02-05,8.0,2.26,141.0,6.2
2021-01-28,137.09,2021-02-05,8.0,1.95,142.0,7.15
2021-01-28,137.09,2021-02-05,8.0,1.71,143.0,7.7
2021-01-28,137.09,2021-02-05,8.0,1.47,144.0,8.4
2021-01-28,137.09,2021-02-05,8.0,1.3,145.0,9.0
2021-01-28,137.09,2021-02-05,8.0,1.13,146.0,9.85
2021-01-28,137.09,2021-02-05,8.0,1.0,147.0,9.48
2021-01-28,137.09,2021-02-05,8.0,0.87,148.0,11.8
2021-01-28,137.09,2021-02-05,8.0,0.78,149.0,12.85
2021-01-28,137.09,2021-02-05,8.0,0.7,150.0,13.9
2021-01-28,137.09,2021-02-05,8.0,0.52,152.5,16.1
2021-01-28,137.09,2021-02-05,8.0,0.41,155.0,18.05
2021-01-28,137.09,2021-02-05,8.0,0.33,157.5,18.95
2021-01-28,137.09,2021-02-05,8.0,0.28,160.0,20.92
2021-01-28,137.09,2021-02-05,8.0,0.23,162.5,21.75
2021-01-28,137.09,2021-02-05,8.0,0.18,165.0,24.68
2021-01-28,137.09,2021-02-05,8.0,0.16,167.5,0.0
2021-01-28,137.09,2021-02-05,8.0,0.12,170.0,30.0
2021-01-28,137.09,2021-02-05,8.0,0.09,175.0,35.85
2021-01-28,137.09,2021-02-05,8.0,0.07,180.0,40.0
2021-01-28,137.09,2021-02-05,8.0,0.04,185.0,43.45
2021-01-28,137.09,2021-02-05,8.0,0.04,190.0,47.85
2021-01-28,137.09,2021-02-05,8.0,0.03,195.0,53.0
2021-01-28,137.09,2021-02-05,8.0,0.03,200.0,56.7
2021-01-28,137.09,2021-02-12,15.0,77.9,65.0,0.01
2021-01-28,137.09,2021-02-12,15.0,57.7,70.0,0.01
2021-01-28,137.09,2021-02-12,15.0,55.2,75.0,0.01
2021-01-28,137.09,2021-02-12,15.0,64.7,80.0,0.03
2021-01-28,137.09,2021-02-12,15.0,0.0,85.0,0.01
2021-01-28,137.09,2021-02-12,15.0,52.3,90.0,0.02
2021-01-28,137.09,2021-02-12,15.0,49.0,95.0,0.05
2021-01-28,137.09,2021-02-12,15.0,38.4,100.0,0.07
2021-01-28,137.09,2021-02-12,15.0,31.55,101.0,0.05
2021-01-28,137.09,2021-02-12,15.0,29.5,102.0,0.09
2021-01-28,137.09,2021-02-12,15.0,36.9,103.0,0.05
2021-01-28,137.09,2021-02-12,15.0,39.25,104.0,0.08
2021-01-28,137.09,2021-02-12,15.0,35.3,105.0,0.07
2021-01-28,137.09,2021-02-12,15.0,23.8,106.0,0.08
2021-01-28,137.09,2021-02-12,15.0,31.03,107.0,0.11
2021-01-28,137.09,2021-02-12,15.0,35.4,108.0,0.11
2021-01-28,137.09,2021-02-12,15.0,28.13,109.0,0.13
2021-01-28,137.09,2021-02-12,15.0,28.85,110.0,0.15
2021-01-28,137.09,2021-02-12,15.0,28.56,111.0,0.11
2021-01-28,137.09,2021-02-12,15.0,26.9,112.0,0.12
2021-01-28,137.09,2021-02-12,15.0,26.3,113.0,0.13
2021-01-28,137.09,2021-02-12,15.0,24.25,114.0,0.17
2021-01-28,137.09,2021-02-12,15.0,23.0,115.0,0.24
2021-01-28,137.09,2021-02-12,15.0,22.9,116.0,0.17
2021-01-28,137.09,2021-02-12,15.0,21.2,117.0,0.2
2021-01-28,137.09,2021-02-12,15.0,22.72,118.0,0.27
2021-01-28,137.09,2021-02-12,15.0,19.45,119.0,0.43
2021-01-28,137.09,2021-02-12,15.0,18.64,120.0,0.45
2021-01-28,137.09,2021-02-12,15.0,18.75,121.0,0.53
2021-01-28,137.09,2021-02-12,15.0,15.5,122.0,0.62
2021-01-28,137.09,2021-02-12,15.0,15.5,123.0,0.71
2021-01-28,137.09,2021-02-12,15.0,15.95,124.0,0.82
2021-01-28,137.09,2021-02-12,15.0,13.13,125.0,0.96
2021-01-28,137.09,2021-02-12,15.0,12.4,126.0,1.17
2021-01-28,137.09,2021-02-12,15.0,11.25,127.0,1.34
2021-01-28,137.09,2021-02-12,15.0,11.35,128.0,1.55
2021-01-28,137.09,2021-02-12,15.0,10.35,129.0,1.84
2021-01-28,137.09,2021-02-12,15.0,9.3,130.0,2.06
2021-01-28,137.09,2021-02-12,15.0,9.0,131.0,2.34
2021-01-28,137.09,2021-02-12,15.0,7.75,132.0,2.41
2021-01-28,137.09,2021-02-12,15.0,7.89,133.0,3.15
2021-01-28,137.09,2021-02-12,15.0,6.4,134.0,3.55
2021-01-28,137.09,2021-02-12,15.0,5.9,135.0,4.01
2021-01-28,137.09,2021-02-12,15.0,5.35,136.0,4.45
2021-01-28,137.09,2021-02-12,15.0,4.9,137.0,4.87
2021-01-28,137.09,2021-02-12,15.0,4.45,138.0,5.5
2021-01-28,137.09,2021-02-12,15.0,4.02,139.0,6.05
2021-01-28,137.09,2021-02-12,15.0,3.7,140.0,6.61
2021-01-28,137.09,2021-02-12,15.0,3.35,141.0,7.46
2021-01-28,137.09,2021-02-12,15.0,3.05,142.0,8.0
2021-01-28,137.09,2021-02-12,15.0,2.69,143.0,7.3
2021-01-28,137.09,2021-02-12,15.0,2.45,144.0,7.73
2021-01-28,137.09,2021-02-12,15.0,2.2,145.0,9.89
2021-01-28,137.09,2021-02-12,15.0,1.99,146.0,8.85
2021-01-28,137.09,2021-02-12,15.0,1.79,147.0,10.1
2021-01-28,137.09,2021-02-12,15.0,1.63,148.0,9.65
2021-01-28,137.09,2021-02-12,15.0,1.46,149.0,11.85
2021-01-28,137.09,2021-02-12,15.0,1.33,150.0,13.58
2021-01-28,137.09,2021-02-12,15.0,1.07,152.5,13.3
2021-01-28,137.09,2021-02-12,15.0,0.85,155.0,18.15
2021-01-28,137.09,2021-02-12,15.0,0.7,157.5,18.35
2021-01-28,137.09,2021-02-12,15.0,0.57,160.0,21.95
2021-01-28,137.09,2021-02-12,15.0,0.48,162.5,25.05
2021-01-28,137.09,2021-02-12,15.0,0.41,165.0,26.75
2021-01-28,137.09,2021-02-12,15.0,0.34,167.5,29.9
2021-01-28,137.09,2021-02-12,15.0,0.31,170.0,30.83
2021-01-28,137.09,2021-02-12,15.0,0.23,175.0,35.73
2021-01-28,137.09,2021-02-12,15.0,0.18,180.0,41.05
2021-01-28,137.09,2021-02-12,15.0,0.14,185.0,43.2
2021-01-28,137.09,2021-02-12,15.0,0.12,190.0,0.0
2021-01-28,137.09,2021-02-12,15.0,0.09,195.0,56.15
2021-01-28,137.09,2021-02-12,15.0,0.08,200.0,0.0
2021-01-28,137.09,2021-02-19,22.0,117.15,25.0,0.01
2021-01-28,137.09,2021-02-19,22.0,98.2,30.0,0.02
2021-01-28,137.09,2021-02-19,22.0,108.0,35.0,0.02
2021-01-28,137.09,2021-02-19,22.0,89.75,40.0,0.01
2021-01-28,137.09,2021-02-19,22.0,93.7,45.0,0.01
2021-01-28,137.09,2021-02-19,22.0,87.49,50.0,0.01
2021-01-28,137.09,2021-02-19,22.0,79.7,55.0,0.01
2021-01-28,137.09,2021-02-19,22.0,82.0,60.0,0.01
2021-01-28,137.09,2021-02-19,22.0,74.38,65.0,0.01
2021-01-28,137.09,2021-02-19,22.0,67.3,70.0,0.01
2021-01-28,137.09,2021-02-19,22.0,64.21,75.0,0.02
2021-01-28,137.09,2021-02-19,22.0,59.44,80.0,0.03
2021-01-28,137.09,2021-02-19,22.0,52.06,85.0,0.04
2021-01-28,137.09,2021-02-19,22.0,48.0,90.0,0.05
2021-01-28,137.09,2021-02-19,22.0,44.5,95.0,0.11
2021-01-28,137.09,2021-02-19,22.0,37.65,100.0,0.15
2021-01-28,137.09,2021-02-19,22.0,41.55,101.0,0.14
2021-01-28,137.09,2021-02-19,22.0,40.67,102.0,0.11
2021-01-28,137.09,2021-02-19,22.0,39.75,103.0,0.16
2021-01-28,137.09,2021-02-19,22.0,38.6,104.0,0.15
2021-01-28,137.09,2021-02-19,22.0,33.04,105.0,0.16
2021-01-28,137.09,2021-02-19,22.0,30.42,106.0,0.16
2021-01-28,137.09,2021-02-19,22.0,36.0,107.0,0.15
2021-01-28,137.09,2021-02-19,22.0,22.8,108.0,0.21
2021-01-28,137.09,2021-02-19,22.0,35.95,109.0,0.18
2021-01-28,137.09,2021-02-19,22.0,27.44,110.0,0.28
2021-01-28,137.09,2021-02-19,22.0,31.7,111.0,0.22
2021-01-28,137.09,2021-02-19,22.0,29.1,112.0,0.22
2021-01-28,137.09,2021-02-19,22.0,25.35,113.0,0.36
2021-01-28,137.09,2021-02-19,22.0,25.15,114.0,0.35
2021-01-28,137.09,2021-02-19,22.0,22.3,115.0,0.45
2021-01-28,137.09,2021-02-19,22.0,22.65,116.0,0.5
2021-01-28,137.09,2021-02-19,22.0,22.1,117.0,0.48
2021-01-28,137.09,2021-02-19,22.0,22.1,118.0,0.58
2021-01-28,137.09,2021-02-19,22.0,18.85,119.0,0.59
2021-01-28,137.09,2021-02-19,22.0,17.69,120.0,0.78
2021-01-28,137.09,2021-02-19,22.0,16.85,121.0,0.82
2021-01-28,137.09,2021-02-19,22.0,18.05,122.0,1.01
2021-01-28,137.09,2021-02-19,22.0,17.3,123.0,1.12
2021-01-28,137.09,2021-02-19,22.0,16.1,124.0,1.3
2021-01-28,137.09,2021-02-19,22.0,13.3,125.0,1.46
2021-01-28,137.09,2021-02-19,22.0,13.05,126.0,1.68
2021-01-28,137.09,2021-02-19,22.0,12.68,127.0,1.9
2021-01-28,137.09,2021-02-19,22.0,11.7,128.0,2.1
2021-01-28,137.09,2021-02-19,22.0,10.5,129.0,2.25
2021-01-28,137.09,2021-02-19,22.0,9.6,130.0,2.73
2021-01-28,137.09,2021-02-19,22.0,9.35,131.0,2.87
2021-01-28,137.09,2021-02-19,22.0,8.5,132.0,3.37
2021-01-28,137.09,2021-02-19,22.0,7.85,133.0,3.85
2021-01-28,137.09,2021-02-19,22.0,7.29,134.0,4.28
2021-01-28,137.09,2021-02-19,22.0,6.5,135.0,4.75
2021-01-28,137.09,2021-02-19,22.0,6.1,136.0,5.23
2021-01-28,137.09,2021-02-19,22.0,5.6,137.0,5.75
2021-01-28,137.09,2021-02-19,22.0,5.15,138.0,6.23
2021-01-28,137.09,2021-02-19,22.0,4.8,139.0,6.92
2021-01-28,137.09,2021-02-19,22.0,4.39,140.0,7.36
2021-01-28,137.09,2021-02-19,22.0,4.04,141.0,8.05
2021-01-28,137.09,2021-02-19,22.0,3.7,142.0,8.19
2021-01-28,137.09,2021-02-19,22.0,3.37,143.0,8.7
2021-01-28,137.09,2021-02-19,22.0,3.15,144.0,9.59
2021-01-28,137.09,2021-02-19,22.0,2.83,145.0,10.2
2021-01-28,137.09,2021-02-19,22.0,2.6,146.0,11.3
2021-01-28,137.09,2021-02-19,22.0,2.42,147.0,11.21
2021-01-28,137.09,2021-02-19,22.0,2.21,148.0,12.53
2021-01-28,137.09,2021-02-19,22.0,1.99,149.0,12.7
2021-01-28,137.09,2021-02-19,22.0,1.85,150.0,14.96
2021-01-28,137.09,2021-02-19,22.0,1.48,152.5,16.8
2021-01-28,137.09,2021-02-19,22.0,1.19,155.0,17.45
2021-01-28,137.09,2021-02-19,22.0,0.82,160.0,23.95
2021-01-28,137.09,2021-02-19,22.0,0.62,165.0,28.15
2021-01-28,137.09,2021-02-19,22.0,0.45,170.0,32.7
2021-01-28,137.09,2021-02-19,22.0,0.36,175.0,37.65
2021-01-28,137.09,2021-02-19,22.0,0.28,180.0,41.43
2021-01-28,137.09,2021-02-19,22.0,0.23,185.0,44.35
2021-01-28,137.09,2021-02-19,22.0,0.2,190.0,49.2
2021-01-28,137.09,2021-02-19,22.0,0.17,195.0,53.55
2021-01-28,137.09,2021-02-19,22.0,0.15,200.0,56.34
2021-01-28,137.09,2021-02-19,22.0,0.13,205.0,67.9
2021-01-28,137.09,2021-02-19,22.0,0.11,210.0,74.2
2021-01-28,137.09,2021-02-19,22.0,0.1,215.0,79.17
2021-01-28,137.09,2021-02-19,22.0,0.09,220.0,84.7
2021-01-28,137.09,2021-02-19,22.0,0.08,225.0,0.0
2021-01-28,137.09,2021-02-19,22.0,0.07,230.0,93.4
2021-01-28,137.09,2021-02-26,29.0,74.05,70.0,0.05
2021-01-28,137.09,2021-02-26,29.0,69.2,75.0,0.04
2021-01-28,137.09,2021-02-26,29.0,57.15,80.0,0.05
2021-01-28,137.09,2021-02-26,29.0,53.45,85.0,0.08
2021-01-28,137.09,2021-02-26,29.0,48.65,90.0,0.09
2021-01-28,137.09,2021-02-26,29.0,41.48,95.0,0.16
2021-01-28,137.09,2021-02-26,29.0,39.56,100.0,0.15
2021-01-28,137.09,2021-02-26,29.0,30.4,101.0,0.19
2021-01-28,137.09,2021-02-26,29.0,40.85,102.0,0.16
2021-01-28,137.09,2021-02-26,29.0,40.3,103.0,0.27
2021-01-28,137.09,2021-02-26,29.0,0.0,104.0,0.19
2021-01-28,137.09,2021-02-26,29.0,37.95,105.0,0.28
2021-01-28,137.09,2021-02-26,29.0,32.34,106.0,0.4
2021-01-28,137.09,2021-02-26,29.0,36.39,107.0,0.26
2021-01-28,137.09,2021-02-26,29.0,30.6,108.0,0.27
2021-01-28,137.09,2021-02-26,29.0,27.45,109.0,0.41
2021-01-28,137.09,2021-02-26,29.0,31.35,110.0,0.36
2021-01-28,137.09,2021-02-26,29.0,18.05,111.0,0.33
2021-01-28,137.09,2021-02-26,29.0,20.1,112.0,0.5
2021-01-28,137.09,2021-02-26,29.0,24.65,113.0,0.42
2021-01-28,137.09,2021-02-26,29.0,26.64,114.0,0.54
2021-01-28,137.09,2021-02-26,29.0,26.15,115.0,0.64
2021-01-28,137.09,2021-02-26,29.0,24.4,116.0,0.64
2021-01-28,137.09,2021-02-26,29.0,25.9,117.0,0.78
2021-01-28,137.09,2021-02-26,29.0,20.95,118.0,0.83
2021-01-28,137.09,2021-02-26,29.0,25.75,119.0,0.91
2021-01-28,137.09,2021-02-26,29.0,20.1,120.0,1.19
2021-01-28,137.09,2021-02-26,29.0,19.02,121.0,1.28
2021-01-28,137.09,2021-02-26,29.0,18.5,122.0,1.45
2021-01-28,137.09,2021-02-26,29.0,16.0,123.0,1.54
2021-01-28,137.09,2021-02-26,29.0,16.15,124.0,1.76
2021-01-28,137.09,2021-02-26,29.0,15.27,125.0,1.98
2021-01-28,137.09,2021-02-26,29.0,13.5,126.0,2.3
2021-01-28,137.09,2021-02-26,29.0,13.9,127.0,2.55
2021-01-28,137.09,2021-02-26,29.0,11.65,128.0,2.42
2021-01-28,137.09,2021-02-26,29.0,11.7,129.0,2.6
2021-01-28,137.09,2021-02-26,29.0,11.2,130.0,3.1
2021-01-28,137.09,2021-02-26,29.0,9.75,131.0,3.73
2021-01-28,137.09,2021-02-26,29.0,9.7,132.0,4.19
2021-01-28,137.09,2021-02-26,29.0,8.9,133.0,4.65
2021-01-28,137.09,2021-02-26,29.0,9.03,134.0,4.85
2021-01-28,137.09,2021-02-26,29.0,7.5,135.0,5.5
2021-01-28,137.09,2021-02-26,29.0,7.42,136.0,5.45
2021-01-28,137.09,2021-02-26,29.0,6.55,137.0,6.56
2021-01-28,137.09,2021-02-26,29.0,6.05,138.0,6.7
2021-01-28,137.09,2021-02-26,29.0,5.6,139.0,7.55
2021-01-28,137.09,2021-02-26,29.0,5.2,140.0,8.0
2021-01-28,137.09,2021-02-26,29.0,4.95,141.0,8.25
2021-01-28,137.09,2021-02-26,29.0,4.5,142.0,9.0
2021-01-28,137.09,2021-02-26,29.0,4.12,143.0,7.75
2021-01-28,137.09,2021-02-26,29.0,3.95,144.0,10.31
2021-01-28,137.09,2021-02-26,29.0,3.6,145.0,10.18
2021-01-28,137.09,2021-02-26,29.0,3.5,146.0,10.85
2021-01-28,137.09,2021-02-26,29.0,3.05,147.0,11.65
2021-01-28,137.09,2021-02-26,29.0,2.83,148.0,10.65
2021-01-28,137.09,2021-02-26,29.0,2.65,149.0,13.1
2021-01-28,137.09,2021-02-26,29.0,2.41,150.0,13.5
2021-01-28,137.09,2021-02-26,29.0,2.37,152.5,0.0
2021-01-28,137.09,2021-02-26,29.0,1.66,155.0,17.65
2021-01-28,137.09,2021-02-26,29.0,1.47,157.5,19.47
2021-01-28,137.09,2021-02-26,29.0,1.18,160.0,20.07
2021-01-28,137.09,2021-02-26,29.0,1.0,162.5,0.0
2021-01-28,137.09,2021-02-26,29.0,0.87,165.0,24.75
2021-01-28,137.09,2021-02-26,29.0,0.78,167.5,0.0
2021-01-28,137.09,2021-02-26,29.0,0.71,170.0,32.65
2021-01-28,137.09,2021-02-26,29.0,0.55,175.0,36.84
2021-01-28,137.09,2021-02-26,29.0,0.46,180.0,0.0
2021-01-28,137.09,2021-02-26,29.0,0.38,185.0,42.65
2021-01-28,137.09,2021-02-26,29.0,0.33,190.0,49.75
2021-01-28,137.09,2021-02-26,29.0,0.26,195.0,53.59
2021-01-28,137.09,2021-02-26,29.0,0.24,200.0,60.3
2021-01-29,131.74,2021-01-29,0.0,68.22,65.0,0.01
2021-01-29,131.74,2021-01-29,0.0,62.5,70.0,0.01
2021-01-29,131.74,2021-01-29,0.0,57.35,75.0,0.01
2021-01-29,131.74,2021-01-29,0.0,58.59,80.0,0.01
2021-01-29,131.74,2021-01-29,0.0,46.41,85.0,0.01
2021-01-29,131.74,2021-01-29,0.0,42.65,90.0,0.01
2021-01-29,131.74,2021-01-29,0.0,37.0,95.0,0.01
2021-01-29,131.74,2021-01-29,0.0,33.85,98.0,0.01
2021-01-29,131.74,2021-01-29,0.0,37.95,99.0,0.02
2021-01-29,131.74,2021-01-29,0.0,33.2,100.0,0.01
2021-01-29,131.74,2021-01-29,0.0,33.05,101.0,0.01
2021-01-29,131.74,2021-01-29,0.0,37.61,102.0,0.02
2021-01-29,131.74,2021-01-29,0.0,34.3,103.0,0.01
2021-01-29,131.74,2021-01-29,0.0,34.71,104.0,0.01
2021-01-29,131.74,2021-01-29,0.0,26.05,105.0,0.01
2021-01-29,131.74,2021-01-29,0.0,33.25,106.0,0.01
2021-01-29,131.74,2021-01-29,0.0,32.6,107.0,0.01
2021-01-29,131.74,2021-01-29,0.0,22.85,108.0,0.03
2021-01-29,131.74,2021-01-29,0.0,30.5,109.0,0.02
2021-01-29,131.74,2021-01-29,0.0,22.0,110.0,0.01
2021-01-29,131.74,2021-01-29,0.0,24.12,111.0,0.04
2021-01-29,131.74,2021-01-29,0.0,20.44,112.0,0.01
2021-01-29,131.74,2021-01-29,0.0,18.55,113.0,0.01
2021-01-29,131.74,2021-01-29,0.0,18.75,114.0,0.01
2021-01-29,131.74,2021-01-29,0.0,17.0,115.0,0.02
2021-01-29,131.74,2021-01-29,0.0,16.9,116.0,0.02
2021-01-29,131.74,2021-01-29,0.0,15.81,117.0,0.01
2021-01-29,131.74,2021-01-29,0.0,14.2,118.0,0.01
